Subject,Relationship,Object
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),Wednesday's_time_open,10:00AM – 19:00PM
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),Thursday's_time_open,10:00AM – 19:00PM
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),Friday's_time_open,10:00AM – 19:00PM
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),Saturday's_time_open,Closed
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),Sunday's_time_open,Closed
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),offers,Shelter
Youth Mentoring Program (Tuesday's Children),main_services_are,bereavement
Youth Mentoring Program (Tuesday's Children),main_services_are,mentoring
Youth Mentoring Program (Tuesday's Children),main_services_are,one-on-one support
Youth Mentoring Program (Tuesday's Children),main_services_are,virtual support
Youth Mentoring Program (Tuesday's Children),serves,teens
Youth Mentoring Program (Tuesday's Children),serves,children
Youth Mentoring Program (Tuesday's Children),serves,grieving
Youth Mentoring Program (Tuesday's Children),website_is,https://www.tuesdayschildren.org/how-we-can-help/youth-mentoring/
Youth Mentoring Program (Tuesday's Children),eligibility_is,This program helps people who are 6 to 18 years old.
Youth Mentoring Program (Tuesday's Children),eligibility_is,"This program serves youth whose fallen parent or sibling served in the military post9/11, regardless of cause of death or status of duty."
Youth Mentoring Program (Tuesday's Children),has_an_availability_status_of,available
Youth Mentoring Program (Tuesday's Children),description_is,"Tuesday's Children pairs caring adults with children ages 6-18 who have lost a loved one who served in the U.S. military post-9/11. Using the Long-Term Healing Model, these mentee-mentor matches become lasting, meaningful friendships.This program provides:- Mentoring Complete the enrollment form online. A staff member from Tuesday’s Children will contact you to answer your questions and plan a time to meet with you in your home. Tuesday’s Children’s Youth Mentoring Program can be delivered in-person, virtually or as a combination of both."
Youth Mentoring Program (Tuesday's Children),speaks,English
Youth Mentoring Program (Tuesday's Children),costs,Free
Youth Mentoring Program (Tuesday's Children),has_Google_Reviews,TRUE
Youth Mentoring Program (Tuesday's Children),facebook_is,https://www.facebook.com/tuesdayschildren
Youth Mentoring Program (Tuesday's Children),twitter_is,https://www.twitter.com/@TuesdaysChldrn
Youth Mentoring Program (Tuesday's Children),covers,"This program covers residents of the following states: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV and WY."
Youth Mentoring Program (Tuesday's Children),24hours_status_is,FALSE
Youth Mentoring Program (Tuesday's Children),Monday's_time_open,08:00AM – 17:00PM
Youth Mentoring Program (Tuesday's Children),Tuesday's_time_open,08:00AM – 17:00PM
Youth Mentoring Program (Tuesday's Children),Wednesday's_time_open,08:00AM – 17:00PM
Youth Mentoring Program (Tuesday's Children),Thursday's_time_open,08:00AM – 17:00PM
Youth Mentoring Program (Tuesday's Children),Friday's_time_open,08:00AM – 17:00PM
Youth Mentoring Program (Tuesday's Children),Saturday's_time_open,Closed
Youth Mentoring Program (Tuesday's Children),Sunday's_time_open,Closed
Youth Mentoring Program (Tuesday's Children),offers,Shelter
Camp Sunshine (Camp Sunshine),main_services_are,bereavement
Camp Sunshine (Camp Sunshine),main_services_are,day camp
Camp Sunshine (Camp Sunshine),main_services_are,recreation
Camp Sunshine (Camp Sunshine),main_services_are,relief for caregivers
Camp Sunshine (Camp Sunshine),main_services_are,support network
Camp Sunshine (Camp Sunshine),other_services_are,bereavement
Camp Sunshine (Camp Sunshine),serves,teens
Camp Sunshine (Camp Sunshine),serves,children
Camp Sunshine (Camp Sunshine),serves,grieving
Camp Sunshine (Camp Sunshine),serves,recently diagnosed
Camp Sunshine (Camp Sunshine),serves,on-treatment
Camp Sunshine (Camp Sunshine),serves,post-treatment
Camp Sunshine (Camp Sunshine),serves,facing end of life
Camp Sunshine (Camp Sunshine),serves,cancer
Camp Sunshine (Camp Sunshine),serves,terminal illness
Camp Sunshine (Camp Sunshine),serves,chronic illness
Camp Sunshine (Camp Sunshine),serves,families
Camp Sunshine (Camp Sunshine),serves,caregivers
Camp Sunshine (Camp Sunshine),serves,parents
Camp Sunshine (Camp Sunshine),serves,young adult cancer survivors
Camp Sunshine (Camp Sunshine),phone_number_is,207-655-3800
Camp Sunshine (Camp Sunshine),website_is,https://www.campsunshine.org/
Camp Sunshine (Camp Sunshine),eligibility_is,Families must have a child with any diagnosis served by Camp Sunshine.
Camp Sunshine (Camp Sunshine),eligibility_is,This program helps people who are younger than 19 years old.
Camp Sunshine (Camp Sunshine),has_an_availability_status_of,available
Camp Sunshine (Camp Sunshine),description_is,"Camp Sunshine provides respite, support, joy, and hope to children with life-threatening illnesses and their immediate families from around the world through the various stages of their journeys. Camp Sunshine's program is offered year-round and has the distinction of having been designed to serve the entire family in a retreat model. The program is free of charge to families and includes on-site medical and psychosocial support. Bereavement sessions are also offered for families who have experienced the death of a child from a supported illness.Our services provide:- Respite and support for families- On-site medical and psychosocial support- Bereavement sessions"
Camp Sunshine (Camp Sunshine),speaks,English
Camp Sunshine (Camp Sunshine),costs,Free
Camp Sunshine (Camp Sunshine),has_Google_Reviews,TRUE
Camp Sunshine (Camp Sunshine),facebook_is,https://www.facebook.com/campsunshine1984
Camp Sunshine (Camp Sunshine),twitter_is,https://www.twitter.com/@GoCampSunshine
Camp Sunshine (Camp Sunshine),covers,This program covers residents of All 50 states.
Camp Sunshine (Camp Sunshine),24hours_status_is,FALSE
Camp Sunshine (Camp Sunshine),Monday's_time_open,08:00AM – 17:00PM
Camp Sunshine (Camp Sunshine),Tuesday's_time_open,08:00AM – 17:00PM
Camp Sunshine (Camp Sunshine),Wednesday's_time_open,08:00AM – 17:00PM
Camp Sunshine (Camp Sunshine),Thursday's_time_open,08:00AM – 17:00PM
Camp Sunshine (Camp Sunshine),Friday's_time_open,08:00AM – 17:00PM
Camp Sunshine (Camp Sunshine),Saturday's_time_open,Closed
Camp Sunshine (Camp Sunshine),Sunday's_time_open,Closed
Camp Sunshine (Camp Sunshine),offers,Shelter
Live Again Recovery Homes (Live Again Recovery Homes),main_services_are,addiction & recovery
Live Again Recovery Homes (Live Again Recovery Homes),main_services_are,exercise & fitness
Live Again Recovery Homes (Live Again Recovery Homes),main_services_are,substance abuse counseling
Live Again Recovery Homes (Live Again Recovery Homes),main_services_are,individual counseling
Live Again Recovery Homes (Live Again Recovery Homes),main_services_are,support network
Live Again Recovery Homes (Live Again Recovery Homes),main_services_are,spiritual support
Live Again Recovery Homes (Live Again Recovery Homes),main_services_are,support groups
Live Again Recovery Homes (Live Again Recovery Homes),serves,adults
Live Again Recovery Homes (Live Again Recovery Homes),serves,young adults
Live Again Recovery Homes (Live Again Recovery Homes),serves,teens
Live Again Recovery Homes (Live Again Recovery Homes),serves,substance dependency
Live Again Recovery Homes (Live Again Recovery Homes),phone_number_is,661270-0025
Live Again Recovery Homes (Live Again Recovery Homes),website_is,http://www.liveagainrecovery.org
Live Again Recovery Homes (Live Again Recovery Homes),has_an_availability_status_of,Not specified
Live Again Recovery Homes (Live Again Recovery Homes),description_is,"Live Again Recovery Homes provides three and six-month residential services. Live Again Recovery Homes' facility operates seven (7) days a week and twenty-four (24) hours a day and are fully staffed at all times. An environment free of tobacco, alcohol and drugs is maintained at all times. Among the recovery services we provide are:-Faith Based Recovery Groups-Evidence Based Curriculum-NA/AA Book Studies-Recovery Planning-Men’s Groups-Individual/Group Counseling-Recreation Activities-Alcohol/Drug Education-Health/Fitness Education-Family Groups-Spiritual/11th Step Groups-Exit PlanningLive Again Recovery Homes also works in our local communities to raise awareness about the nature of alcohol and drug abuse and the related individual, family and community problems that result from alcohol and substance abuseFor more information please call us at 661 270-0025"
Live Again Recovery Homes (Live Again Recovery Homes),speaks,English
Live Again Recovery Homes (Live Again Recovery Homes),costs,Not specified
Live Again Recovery Homes (Live Again Recovery Homes),has_Google_Reviews,FALSE
Live Again Recovery Homes (Live Again Recovery Homes),covers,"This program covers residents of the following counties: Los Angeles County, CA."
Live Again Recovery Homes (Live Again Recovery Homes),24hours_status_is,FALSE
Live Again Recovery Homes (Live Again Recovery Homes),Monday's_time_open,11:00AM – 20:00PM
Live Again Recovery Homes (Live Again Recovery Homes),Tuesday's_time_open,11:00AM – 20:00PM
Live Again Recovery Homes (Live Again Recovery Homes),Wednesday's_time_open,11:00AM – 20:00PM
Live Again Recovery Homes (Live Again Recovery Homes),Thursday's_time_open,11:00AM – 20:00PM
Live Again Recovery Homes (Live Again Recovery Homes),Friday's_time_open,11:00AM – 20:00PM
Live Again Recovery Homes (Live Again Recovery Homes),Saturday's_time_open,Closed
Live Again Recovery Homes (Live Again Recovery Homes),Sunday's_time_open,Closed
Live Again Recovery Homes (Live Again Recovery Homes),offers,Shelter
Individual and Group Support (La Cañada Presbyterian Church),main_services_are,12-step
Individual and Group Support (La Cañada Presbyterian Church),main_services_are,counseling
Individual and Group Support (La Cañada Presbyterian Church),main_services_are,spiritual support
Individual and Group Support (La Cañada Presbyterian Church),main_services_are,support groups
Individual and Group Support (La Cañada Presbyterian Church),serves,adults
Individual and Group Support (La Cañada Presbyterian Church),serves,young adults
Individual and Group Support (La Cañada Presbyterian Church),serves,teens
Individual and Group Support (La Cañada Presbyterian Church),serves,seniors
Individual and Group Support (La Cañada Presbyterian Church),serves,all disabilities
Individual and Group Support (La Cañada Presbyterian Church),serves,substance dependency
Individual and Group Support (La Cañada Presbyterian Church),serves,mothers
Individual and Group Support (La Cañada Presbyterian Church),serves,with children
